x1_cur,x2_cur,x3_cur,x1_next,x2_next,x3_next
-1.254598811526375,4.507143064099161,1.4569219545756238,-1.2924831174100113,4.668717549766343,1.4669219545756238
0.986584841970366,-3.439813595575635,-2.1603544122886476,0.7687876414357036,-3.574357413289691,-2.1503544122886478
-4.419163878318005,3.6617614577493516,0.6350022737473515,-4.361785711580175,3.7949299982651192,0.6450022737473515
2.0807257779604544,-4.7941550570419755,2.9510338715773243,1.78549944476101,-4.786551176056635,2.961033871577324
3.324426408004218,-2.8766088932172384,-1.9981392059394083,3.133492203800982,-3.0463636896515416,-1.9881392059394083
-3.165954901465662,-1.9575775704046228,0.15547039065045354,-3.1373398567925714,-1.9026912963528189,0.16547039065045355
-0.6805498135788426,-2.0877085980195806,0.702436178856543,-0.6869363261081427,-1.9839912399754969,0.712436178856543
-3.6050613934795814,-2.0785535146478185,-0.8392476241156159,-3.6256434953661745,-2.1541240096616967,-0.8292476241156159
-0.43930015782964027,2.8517596139301364,-1.886048648045501,-0.5572910168144487,2.713544889203128,-1.876048648045501
0.14234438413611628,0.9241456886204249,-2.8482914081184143,-0.092008357552707,0.8793551358646392,-2.8382914081184145
1.0754485190143832,-3.294758763127085,-2.7314759960524446,0.8049397840140717,-3.365320695466502,-2.721475996052445
4.488855372533333,4.656320330745594,1.936735346171376,4.381744631247523,4.751500002081475,1.9467353461713761
-1.9538623082662934,-4.023278859936161,1.156983406496345,-2.033779597282695,-3.866401092724601,1.166983406496345
-0.5984750626039865,-3.7796176515522117,-0.030289004501223182,-0.58634004064378,-3.778175556936886,-0.02028900450122318
-4.656114788847816,4.093204020787821,-1.5148617155518938,-4.7067969313076485,3.9899997585587776,-1.5048617155518937
1.6252228435398202,-1.8828892391058902,0.12602717299665178,1.6552043133447023,-1.8802873936283953,0.1360271729966518
0.4671027934327965,-3.1514554447447294,2.948991462361428,0.18836179068200104,-3.127414577583443,2.958991462361428
2.7513282336111455,4.394989415641891,2.479515760685635,2.5769705551828648,4.45968957196369,2.489515760685635
0.9789997881108512,4.218742350231167,-2.584267087113946,0.7938863063940444,4.129614596329404,-2.574267087113946
-3.040171375808548,-4.54772711089462,-1.0969255228066999,-3.1171985514136806,-4.650796684031952,-1.0869255228066999
-1.1132271031051797,-2.286509682261041,2.0644715574741164,-1.3071720218105531,-2.1432878245052414,2.074471557474116
-1.432466733064107,-2.1906549031261924,0.2681314022338004,-1.4097331380057523,-2.1365907250067284,0.2781314022338004
-3.5907577502523735,3.0219698075403976,-2.6718219576910394,-3.7942888691926036,2.9899751100615157,-2.6618219576910396
4.868869366005173,2.7224476929665737,-1.8920655199653973,4.748728182428455,2.531433688118406,-1.8820655199653973
-4.944778828763976,3.154614284548341,1.299064119363036,-4.972972612899418,3.3485581853113646,1.309064119363036
2.2900716804098735,2.712703466859457,-2.674999587109913,2.0832328054217735,2.6223258277051626,-2.664999587109913
-1.4153427145572737,-3.841309404748703,2.2802895144987274,-1.6514732096347164,-3.7133521572105317,2.290289514498727
1.2329812682755792,-1.6910197514735081,-2.740853560203772,0.9779551318699999,-1.7618644120523375,-2.730853560203772
-1.890176782843378,-1.7481667797325295,1.4419267999630425,-1.9883814817543817,-1.580508840702509,1.4519267999630425
1.3755747135521315,3.8721274257632654,-0.17449026998295825,1.4620182616772994,3.8323307530795825,-0.16449026998295824
-3.804057540616983,2.1324478722299496,1.6377301053141156,-3.892765633549808,2.320152563261692,1.6477301053141156
0.6127719756949626,2.7096717995456103,-0.038963654831626116,0.6897548456150344,2.6977010102844527,-0.028963654831626114
0.2273282938199408,-0.7245898164145039,-2.9803678840470824,-0.02797231657727678,-0.7509421812617398,-2.9703678840470826
-3.9210857300669555,-4.685708143132658,0.8566573827365409,-3.9696977620663922,-4.533148663157844,0.8666573827365409
-1.856440189236733,0.08570691164702815,2.5595174562558642,-2.080881658894727,0.186735100627936,2.569517456255864
-2.5070777085112503,-0.8961707696437031,1.6048611500503456,-2.6211481515224424,-0.7211870150566952,1.6148611500503456
-2.7120183450837754,-4.23020090171207,-1.3203608757015368,-2.817146476637119,-4.348401407890439,-1.3103608757015368
-3.387787127459956,4.29697652342573,1.9349959836645385,-3.4982475963306685,4.471015766281404,1.9449959836645385
1.3340375651042349,3.714605901877178,1.9070606429264392,1.2216891831264403,3.8428646092402476,1.9170606429264392
-3.134299411139642,3.925589984899778,0.24706927923028665,-3.0495985115591964,3.9936174723717097,0.25706927923028666
3.0744015516406247,3.9609129992349317,-1.1429381771766949,3.076249128494664,3.7936905028790737,-1.1329381771766949
-3.8994807547232324,-2.720648374580583,-0.45776308742711036,-3.8921307392725435,-2.7479449580580058,-0.44776308742711035
3.1801476592249305,3.6073058325634335,-3.0963406202641224,2.9663742723334505,3.568718867352497,-3.0863406202641226
0.10747302577565776,-0.8258899685122101,-1.7451629502438142,-0.026808533911445498,-0.9746901913784576,-1.7351629502438142
-3.8013463266631717,-1.6238482859637204,2.78147294057062,-4.057963006296768,-1.5329768822293444,2.79147294057062
-1.7679706797924477,0.1879062174336612,1.274959061861717,-1.8223604908672615,0.3490696813370543,1.284959061861717
-1.3637039762070602,4.717820827209607,2.904169012236459,-1.5623178415907424,4.766737765768983,2.9141690122364587
-2.4821770417463584,-0.02751494107614505,-1.2504842143506865,-2.5352227691356966,-0.14506374941539757,-1.2404842143506865
-2.151595056225324,-4.6311305264546725,0.688064017393752,-2.182034827417667,-4.5143581451816575,0.698064017393752
0.0267902322886151,-4.485212487500107,-1.3901002045940802,-0.09110473177195011,-4.633038214016848,-1.3801002045940802
4.082658859666537,-2.604381093330276,-2.230060203267119,3.8647347756271784,-2.763774184000489,-2.2200602032671193
-0.10547239722436963,4.856504541106007,-1.6198928949077775,-0.16426887873801208,4.7077400142413275,-1.6098928949077775
